Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,34532,2,2,84,284,42,42,42.0,0.0,142,142,142.0,0.0,10656.7821151396,115.834588208,11510.6666666667,19932.7293749083,34527,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,64,40,57.917294104,57.917294104,42,142,82.0,54.7722557505,3000.0,0,0,0,0,0,0,0,0,1,102.5,42.0,142.0,64,0,0,0,0,0,0,2,84,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,162,2,2,94,230,47,47,47.0,0.0,115,115,115.0,0.0,2000000.0,24691.35802,54.0,56.24055476,113,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,64,12345.67901,12345.67901,47,115,74.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,92.75,47.0,115.0,64,0,0,0,0,0,0,2,94,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,180,2,2,130,226,65,65,65.0,0.0,113,113,113.0,0.0,1977777.778,22222.22222,60.0,97.86214794,173,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11111.11111,11111.11111,65,113,84.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,105.25,65.0,113.0,40,0,0,0,0,0,0,2,130,2,226,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1043148,3,4,429,2265,429,0,143.0,247.6832654824,2265,0,566.25,1132.5,2582.5673825766,6.710457193,173858.0,396917.86479472,983540,4,1012833,506416.5,674754.524626919,983540,29293,1013870,337956.666666667,584645.520530461,1013047,4,0,0,0,0,104,136,2.8759102256,3.8345469674,0,2265,336.75,793.46090911,629580.214285714,0,0,0,1,0,0,0,0,1,384.8571428571,143.0,566.25,104,0,0,0,0,0,0,3,429,4,2265,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,154,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1220779.22077922,25974.025974026,51.3333333333,81.9837382249,146,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,12987.012987013,12987.012987013,39,55,45.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,64,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49029,2,2,62,184,31,31,31.0,0.0,92,92,92.0,0.0,5017.438659,81.58436844,16343.0,28303.44226,49025,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,40.79218422,40.79218422,31,92,55.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,69.25,31.0,92.0,64,0,0,0,0,0,0,2,62,2,184,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,89108,2,2,86,214,43,43,43.0,0.0,107,107,107.0,0.0,3366.7010818333,44.8893477578,29702.6666666667,51441.3316345265,89102,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,22.4446738789,22.4446738789,43,107,68.6,35.0542436803,1228.8,0,0,0,0,0,0,0,0,1,85.75,43.0,107.0,64,0,0,0,0,0,0,2,86,2,214,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5166029,5,2,129,92,46,0,25.8,21.7990825495,46,46,46.0,0.0,42.7794733634,1.3550059436,861004.833333333,2054367.61412435,5054115,3,5166029,1291507.25,2508741.05148942,5054115,3,72411,72411.0,0.0,72411,72411,1,0,0,0,112,40,0.9678613883,0.3871445553,0,46,33.375,19.5151040406,380.8392857143,0,1,0,0,1,0,0,0,0,38.1428571429,25.8,46.0,112,0,0,0,0,0,0,5,129,2,92,256,123,3,20,94481.0,0.0,94481,94481,5054115.0,0.0,5054115,5054115,BENIGN
443,60648310,16,12,792,3894,473,0,49.5,125.8703036,1495,0,324.5,589.8265539,77.26513731,0.461678157,2246233.704,4217147.506,10200000,29,60600000,4043220.667,5082597.581,10200000,40,60600000,5505962.455,5229903.862,10200000,199,0,0,0,0,520,392,0.26381609,0.197862067,0,1495,161.5862069,405.7670441,164646.8941,0,0,0,1,0,0,0,0,0,167.3571429,49.5,324.5,520,0,0,0,0,0,0,16,792,12,3894,29200,123,3,32,125244.3333,104402.0233,338354,82541,9982795.833,355189.7983,10200000,9269576,BENIGN
53,23240,1,1,72,168,72,72,72.0,0.0,168,168,168.0,0.0,10327.0223752151,86.0585197935,23240.0,0.0,23240,23240,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,43.0292598967,43.0292598967,72,168,104.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,156.0,72.0,168.0,32,0,0,0,0,0,0,1,72,1,168,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
16697,492644,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8.119453398,164214.6667,188277.704,369741,70,492644,246322.0,174540.8237,369741,122903,0,0.0,0.0,0,0,0,0,0,0,104,40,6.089590049,2.02986335,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,326,2,2,86,194,43,43,43.0,0.0,97,97,97.0,0.0,858895.7055,12269.93865,108.6666667,105.9449543,231,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,0,0,0,0,80,80,6134.969325,6134.969325,43,97,64.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,80.75,43.0,97.0,80,0,0,0,0,0,0,2,86,2,194,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99830754,11,6,1008,11595,334,0,91.63636364,155.6709817,4344,0,1932.5,1754.831473,126.2436623,0.170288206,6239422.125,24800000.0,99300000,1,99700000,9968614.5,31400000.0,99300000,1,578522,115704.4,188558.9105,433977,15,0,0,0,0,348,200,0.110186486,0.06010172,0,4344,700.1666667,1313.168788,1724412.265,0,0,0,0,1,0,0,0,0,741.3529412,91.63636364,1932.5,348,0,0,0,0,0,0,11,1008,6,11595,251,235,4,20,1996.0,0.0,1996,1996,99300000.0,0.0,99300000,99300000,DoS Hulk
443,15162824,6,8,661,5077,517,0,110.1666666667,205.1598563722,1840,0,634.625,802.0436285782,378.4255492249,0.9233108556,1166371.07692308,4117024.6363631,14868191,3,294630,58926.0,52770.3864492198,117836,514,15079338,2154191.14285714,5623046.16211627,14905769,3,0,0,0,0,132,172,0.3957046524,0.5276062032,0,1840,382.5333333333,644.3826355143,415228.980952381,0,0,0,1,0,0,0,0,1,409.8571428571,110.1666666667,634.625,132,0,0,0,0,0,0,6,661,8,5077,8192,31,5,20,294630.0,0.0,294630,294630,14868191.0,0.0,14868191,14868191,BENIGN
443,5087748,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,35.57566137,1.179303692,1017549.6,2136533.199,4836281,4,5087748,1271937.0,2379111.889,4836281,4,0,0.0,0.0,0,0,1,0,0,0,100,20,0.982753077,0.196550615,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,254,378,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,166367,4,1,179,0,179,0,44.75,89.5,0,0,0.0,0.0,1075.93453,30.05403716,41591.75,61598.76932,130643,31,166367,55455.66667,67375.46142,130643,553,0,0.0,0.0,0,0,0,0,0,0,136,40,24.04322973,6.010807432,0,179,29.83333333,73.07644399,5340.166667,0,0,0,1,0,0,0,0,0,35.8,44.75,0.0,136,0,0,0,0,0,0,4,179,1,0,29200,27960,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52900,100458648,6,8,11595,403,8688,0,1932.5,3506.021777,379,0,50.375,132.8177457,119.4322265,0.139360824,7727588.308,27500000.0,99300000,4,100000000,20100000.0,44800000.0,100000000,189,100000000,14300000.0,37500000.0,99300000,4,0,0,0,0,200,224,0.059726068,0.079634757,0,8688,799.8666667,2305.509949,5315376.124,0,0,0,0,1,0,0,0,1,857.0,1932.5,50.375,200,0,0,0,0,0,0,6,11595,8,403,235,229,3,32,12832.0,0.0,12832,12832,99300000.0,0.0,99300000,99300000,BENIGN
53,138651,2,2,70,404,35,35,35.0,0.0,202,202,202.0,0.0,3418.655473,28.84941328,46217.0,80037.20187,138636,4,4,4.0,0.0,4,4,11,11.0,0.0,11,11,0,0,0,0,64,40,14.42470664,14.42470664,35,202,101.8,91.4696671,8366.7,0,0,0,0,0,0,0,0,1,127.25,35.0,202.0,64,0,0,0,0,0,0,2,70,2,404,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24053,2,2,62,222,31,31,31.0,0.0,111,111,111.0,0.0,11807.25897,166.2994221,8017.666667,13882.67598,24048,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,83.14971105,83.14971105,31,111,63.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,78.75,31.0,111.0,64,0,0,0,0,0,0,2,62,2,222,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,283558,2,2,70,192,35,35,35.0,0.0,96,96,96.0,0.0,923.9732259361,14.1064614647,94519.3333333333,163709.689561532,283555,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,64,40,7.0532307323,7.0532307323,35,96,59.4,33.4110760078,1116.3,0,0,0,0,0,0,0,0,1,74.25,35.0,96.0,64,0,0,0,0,0,0,2,70,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31248,4,2,132,374,33,33,33.0,0.0,187,187,187.0,0.0,16193.03635,192.0122888,6249.6,13703.73191,30762,1,30811,10270.33333,17746.31946,30762,1,48,48.0,0.0,48,48,0,0,0,0,128,64,128.0081925,64.00409626,33,187,77.0,75.14430562,5646.666667,0,0,0,0,0,0,0,0,0,89.83333333,33.0,187.0,128,0,0,0,0,0,0,4,132,2,374,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56025,431,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6960.5568445476,215.5,236.8807716975,383,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,64,32,4640.3712296984,2320.1856148492,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,156,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,2076923.07692308,25641.0256410256,52.0,84.8704895709,150,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12820.5128205128,12820.5128205128,52,110,75.2,31.7679083353,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,64,0,0,0,0,0,0,2,104,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,190,2,2,76,204,38,38,38.0,0.0,102,102,102.0,0.0,1473684.21052632,21052.6315789474,63.3333333333,107.9645003385,188,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,10526.3157894737,10526.3157894737,38,102,63.6,35.0542436803,1228.8,0,0,0,0,0,0,0,0,1,79.5,38.0,102.0,64,0,0,0,0,0,0,2,76,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53746,1,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,974,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,193,2,2,64,238,32,32,32.0,0.0,119,119,119.0,0.0,1564766.83937824,20725.3886010363,64.3333333333,104.5003987233,185,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,10362.6943005181,10362.6943005181,32,119,66.8,47.6518625029,2270.7,0,0,0,0,0,0,0,0,1,83.5,32.0,119.0,64,0,0,0,0,0,0,2,64,2,238,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85990719,6,7,309,11595,309,0,51.5,126.1487218,5792,0,1656.428571,2118.227235,138.4335442,0.151179106,7165893.25,24800000.0,85800000,15,85800000,17200000.0,38400000.0,85800000,222,156763,26127.16667,57639.63521,143315,46,0,0,0,0,200,232,0.069774972,0.081404134,0,5792,850.2857143,1666.439984,2777022.22,0,0,0,0,1,0,0,0,1,915.6923077,51.5,1656.428571,200,0,0,0,0,0,0,6,309,7,11595,251,235,1,32,465.0,0.0,465,465,85800000.0,0.0,85800000,85800000,DoS Hulk
53,31485447,2,2,104,231,53,51,52.0,1.4142135624,146,85,115.5,43.1335136524,10.6398362393,0.1270428208,10495149.0,18011949.2201741,31293514,59570,31353084,31353084.0,0.0,31353084,31353084,31425877,31425877.0,0.0,31425877,31425877,0,0,0,0,52,52,0.0635214104,0.0635214104,51,146,77.6,40.7774447458,1662.8,0,0,0,0,0,0,0,0,1,97.0,52.0,115.5,52,0,0,0,0,0,0,2,104,2,231,-1,-1,1,20,59570.0,0.0,59570,59570,31293514.0,0.0,31293514,31293514,BENIGN
80,60649798,10,10,645,918,597,0,64.5,187.1109297,906,0,91.8,286.0915937,25.77090199,0.329762022,3192094.632,4755801.12,10000000,127,60400000,6713069.556,5002554.518,10100000,127,60600000,6733189.333,4991451.102,10100000,1984,0,0,0,0,212,284,0.164881011,0.164881011,0,906,74.42857143,230.3555017,53063.65714,0,0,0,1,0,0,0,0,1,78.15,64.5,91.8,212,0,0,0,0,0,0,10,645,10,918,8192,75,9,20,64088.83333,32041.77226,129466,50252,10000000.0,14912.82001,10000000,9975135,BENIGN
80,60210826,10,10,722,257,674,0,72.2,211.4593735607,165,0,25.7,50.9597880686,16.2595344565,0.3321661789,3168990.84210526,4754755.0864905,10024502,1,50409216,5601024.0,5263930.17721016,10047919,2,60187126,6687458.44444444,4970003.95164863,10048127,1,0,0,0,0,220,212,0.1660830894,0.1660830894,0,674,46.619047619,148.1386094813,21945.0476190476,0,0,0,1,0,0,0,0,1,48.95,72.2,25.7,220,0,0,0,0,0,0,10,722,10,257,29200,60,9,20,60841.8,83554.1913024116,210308,23408,10021001.4,7673.8362831115,10024502,10007275,BENIGN
53,23375,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,4534.759358,85.56149733,23375.0,0.0,23375,23375,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.78074866,42.78074866,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,32,0,0,0,0,0,0,1,45,1,61,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115595427,23,27,805,17394,349,0,35.0,81.90682067,1460,0,644.2222222,702.0640631,157.4370239,0.432543062,2359090.347,4206851.828,9998524,2,116000000,5254337.591,4975784.799,10000000,3,111000000,4256369.577,5029708.229,10000000,2,0,0,0,0,472,684,0.198969809,0.233573254,0,1460,356.8431373,595.0197097,354048.4549,0,0,0,1,0,0,0,0,1,363.98,35.0,644.2222222,472,0,0,0,0,0,0,23,805,27,17394,8192,980,22,20,69502.45455,149578.7363,520427,23046,9990971.455,5469.618165,9998524,9975693,BENIGN
80,11204,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,178.5076758,11204.0,0.0,11204,11204,11204,11204.0,0.0,11204,11204,0,0.0,0.0,0,0,0,0,0,0,64,0,178.5076758,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,237,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12658.22785,118.5,166.1700936,236,1,237,118.5,166.1700936,236,1,0,0.0,0.0,0,0,0,0,0,0,96,0,12658.22785,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85042278,6,7,323,11595,323,0,53.83333333,131.8641978,5792,0,1656.428571,1947.638216,140.1420597,0.152865143,7086856.5,24500000.0,84900000,1,84900000,17000000.0,38000000.0,84900000,1,153682,25613.66667,55918.4339,139192,45,0,0,0,0,200,232,0.070553143,0.082312,0,5792,851.2857143,1567.083593,2455750.989,0,0,0,0,1,0,0,0,1,916.7692308,53.83333333,1656.428571,200,0,0,0,0,0,0,6,323,7,11595,274,235,1,32,2.0,0.0,2,2,84900000.0,0.0,84900000,84900000,DoS Hulk
80,984,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2032.520325,984.0,0.0,984,984,984,984.0,0.0,984,984,0,0.0,0.0,0,0,0,0,0,0,64,0,2032.520325,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
5922,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4161788,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,40.60754656,1.441688044,832357.6,1832638.456,4110570,48,4161788,1040447.0,2046805.416,4110570,48,0,0.0,0.0,0,0,1,0,0,0,160,32,1.201406703,0.240281341,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,316,349,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,56436,6,4,384,1006,384,0,64.0,156.7673435381,1006,0,251.5,503.0,24629.6690055993,177.1918633496,6270.6666666667,9598.0989393734,23346,48,56436,11287.2,11057.1868348147,23394,474,32477,10825.6666666667,10413.0416465763,22193,1748,0,0,0,0,204,144,106.3151180098,70.8767453399,0,1006,126.3636363636,313.6632821123,98384.6545454546,0,0,0,1,0,0,0,0,0,139.0,64.0,251.5,204,0,0,0,0,0,0,6,384,4,1006,65535,939,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,218805,1,1,52,130,52,52,52.0,0.0,130,130,130.0,0.0,831.790864,9.140558945,218805.0,0.0,218805,218805,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,4.570279473,4.570279473,52,130,78.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,117.0,52.0,130.0,32,0,0,0,0,0,0,1,52,1,130,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,185,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,497297.2973,21621.62162,61.66666667,105.077749,183,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,10810.81081,10810.81081,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,34547,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,5789.2146930269,115.7842938605,11515.6666666667,19902.4306388273,34497,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,40,57.8921469303,57.8921469303,34,66,46.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,58.5,34.0,66.0,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,11,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1090909.091,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,90909.09091,90909.09091,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16356,237,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23809.52381,84.0,0.0,84,84,84,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0,0,0,40,0,23809.52381,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61380704,42,42,1780,22636,426,0,42.38095238,82.9219299,1418,0,538.952381,623.7293797,397.7797322,1.368508253,739526.5542,6428642.345,58600000,1,61400000,1497090.341,9153863.098,58600000,2,61300000,1495119.927,9147399.455,58600000,1,0,0,0,0,1448,1352,0.684254127,0.684254127,0,1418,287.2470588,505.8494719,255883.6882,0,0,0,1,0,0,0,0,1,290.6666667,42.38095238,538.952381,1448,0,0,0,0,0,0,42,1780,42,22636,29200,390,15,32,2731839.0,0.0,2731839,2731839,58600000.0,0.0,58600000,58600000,BENIGN
443,115569401,34,29,835,24527,458,0,24.55882353,87.0942336,2836,0,845.7586207,952.5500982,219.4525522,0.545126993,1864022.597,3861189.796,10000000,1,116000000,3502103.061,4769859.766,10100000,1,111000000,3955874.464,4990102.796,10100000,2,0,0,0,0,1096,936,0.29419552,0.250931473,0,2836,396.28125,759.8047884,577303.3165,0,0,0,1,0,0,0,0,0,402.5714286,24.55882353,845.7586207,1096,0,0,0,0,0,0,34,835,29,24527,29200,357,4,32,60162.18182,74185.26891,283786,36077,10000000.0,4923.348714,10000000,9997009,BENIGN
53,31274,2,2,60,92,30,30,30.0,0.0,46,46,46.0,0.0,4860.267315,127.9017714,10424.66667,18013.6324,31225,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,40,63.95088572,63.95088572,30,46,36.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,45.5,30.0,46.0,64,0,0,0,0,0,0,2,60,2,92,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,624,1,1,82,160,82,82,82.0,0.0,160,160,160.0,0.0,387820.512820513,3205.1282051282,624.0,0.0,624,624,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1602.5641025641,1602.5641025641,82,160,108.0,45.0333209968,2028.0,0,0,0,0,0,0,0,0,1,162.0,82.0,160.0,32,0,0,0,0,0,0,1,82,1,160,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86178196,6,7,380,11595,380,0,63.33333333,155.1343504,4344,0,1656.428571,1547.737688,138.9562622,0.150850222,7181516.333,24800000.0,86000000,3,86000000,17200000.0,38400000.0,86000000,3,195500,32583.33333,70730.39111,176143,15,0,0,0,0,200,232,0.069623179,0.081227043,0,4344,855.3571429,1343.953388,1806210.709,0,0,0,0,1,0,0,0,1,921.1538462,63.33333333,1656.428571,200,0,0,0,0,0,0,6,380,7,11595,274,235,1,32,999.0,0.0,999,999,86000000.0,0.0,86000000,86000000,DoS Hulk
80,116915372,20,17,1311,2238,437,0,65.55,160.0938787,746,0,131.6470588,293.1426575,30.35528981,0.316468223,3247649.222,4624184.922,10000000,27,117000000,6153440.632,4809746.556,10100000,3600,112000000,6994701.563,4682381.027,10100000,20371,0,0,0,0,648,552,0.171063904,0.145404319,0,746,93.39473684,227.2632168,51648.5697,0,0,0,1,0,0,0,0,0,95.91891892,65.55,131.6470588,648,0,0,0,0,0,0,20,1311,17,2238,29200,357,3,32,162360.4545,416643.2189,1418587,36630,10000000.0,6045.792278,10000000,10000000,BENIGN
443,111370,24,30,612,45944,373,0,25.5,80.2674876,2896,0,1531.466667,894.1460088,418029.9901,484.8702523,2101.320755,6203.010351,23137,1,111370,4842.173913,10395.35208,36831,48,87369,3012.724138,7322.717406,23513,1,0,0,0,0,780,968,215.4978899,269.3723624,0,2896,846.4727273,1002.79727,1005602.365,0,0,0,1,0,0,0,0,1,862.1481481,25.5,1531.466667,780,0,0,0,0,0,0,24,612,30,45944,65535,972,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,196,4,0,64,0,46,6,16.0,20.0,0,0,0.0,0.0,326530.6122,20408.16327,65.33333333,28.29016319,98,49,196,65.33333333,28.29016319,98,49,0,0.0,0.0,0,0,0,0,0,0,80,0,20408.16327,0.0,6,46,14.0,17.88854382,320.0,0,0,0,0,1,0,0,0,0,17.5,16.0,0.0,80,0,0,0,0,0,0,4,64,0,0,16217,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115854870,20,16,1569,660,934,0,78.45,232.2755793,492,0,41.25,127.2957187,19.23958829,0.310733593,3310139.143,4681298.299,10000000,15,116000000,6097624.737,4886679.985,10000000,19,111000000,7378798.667,4579038.041,10000000,289,0,0,0,0,648,520,0.172629774,0.138103819,0,934,60.24324324,188.8695031,35671.68919,0,0,0,1,0,0,0,0,0,61.91666667,78.45,41.25,648,0,0,0,0,0,0,20,1569,16,660,29200,362,4,32,50761.66667,49478.85317,207877,36206,9603809.25,1406822.156,10000000,5136566,BENIGN
